,adjective,type,url
1422,fortschrittlich,predicative,https://www.lovelybooks.de/autor/Charlotte-Brontë/Jane-Eyre-Eine-Autobiografie-2412961028-w/rezension/2441025714/
1423,zweiter,attributive,https://www.lovelybooks.de/autor/Jennifer-L.-Armentrout/Obsidian-1-Obsidian-Schattendunkel-1092656566-w/rezension/1211473560/
1424,lebendig,predicative,https://www.lovelybooks.de/autor/Chella-Quint/Mut-zum-Blut-2986475590-w/rezension/19614900178/
1425,wichtig,attributive,https://www.lovelybooks.de/autor/Chella-Quint/Mut-zum-Blut-2986475590-w/rezension/19614900178/
1426,wertvoll,attributive,https://www.lovelybooks.de/autor/Chella-Quint/Mut-zum-Blut-2986475590-w/rezension/19614900178/
1427,trocken,predicative,https://www.lovelybooks.de/autor/Melanie-Levensohn/Zwischen-uns-ein-ganzes-Leben-1570320755-w/rezension/1660264667/
1428,zweiter,attributive,https://www.lovelybooks.de/autor/Izabelle-Jardin/Remember-1113849200-w/rezension/1231929413/
1429,erster,attributive,https://www.lovelybooks.de/autor/Monika-Peetz/Die-Dienstagsfrauen-1062659526-w/rezension/1086415202/
1430,vorliegend,attributive,https://www.lovelybooks.de/autor/Simon-Beckett/Knochenkälte-8202991061-w/rezension/22438406775/
1431,spannend,predicative,https://www.lovelybooks.de/autor/Simon-Beckett/Knochenkälte-8202991061-w/rezension/22438406775/
1432,wunderschön,attributive,https://www.lovelybooks.de/autor/Antje-Babendererde/Die-verborgene-Seite-des-Mondes-145003670-w/rezension/968886641/
1433,langweilig,predicative,https://www.lovelybooks.de/autor/Kirsten-Miller/Nichts-ist-endlich-613192275-w/rezension/952438905/
1434,ganz,attributive,https://www.lovelybooks.de/autor/Kirsten-Miller/Nichts-ist-endlich-613192275-w/rezension/952438905/
1435,ganz,attributive,https://www.lovelybooks.de/autor/Kirsten-Miller/Nichts-ist-endlich-613192275-w/rezension/952438905/
1436,zusammenhängend,attributive,https://www.lovelybooks.de/autor/Maya-Hughes/The-Moment-I-Fell-For-You-5081657025-w/rezension/7589524601/
1437,anderer,attributive,https://www.lovelybooks.de/autor/Frau-Freitag/Man-lernt-nie-aus-Frau-Freitag--1408213282-w/rezension/1447886265/
1438,anderer,attributive,https://www.lovelybooks.de/autor/Kathy-Fox/Secret-Desires-Verbotenes-Abenteuer-der-Freund-meiner-Tochter-1250358726-w/rezension/1251250291/
1439,anderer,attributive,https://www.lovelybooks.de/autor/Wolfgang-Herrndorf/Tschick-437246384-w/rezension/2628584017/
1440,ganz,attributive,https://www.lovelybooks.de/autor/Emma-Chase/Prince-of-Passion-Logan-1747530202-w/rezension/3016595760/
1441,gut,attributive,https://www.lovelybooks.de/autor/I.-Reen-Bow/Falscher-Phönix-Episode-5-Das-Geheimnis-der-Magie-5251587760-w/rezension/9011825242/
1442,gefall,predicative,https://www.lovelybooks.de/autor/Beth-O'Leary/Love-to-share-Liebe-ist-die-halbe-Miete-1812088381-w/rezension/2148944565/
1443,empfehlenswertes,attributive,https://www.lovelybooks.de/autor/Jakob-Hein/Formen-menschlichen-Zusammenlebens-133890637-w/rezension/984387627/
1444,spannend,predicative,https://www.lovelybooks.de/autor/Lydia-Schwarz/Die-Kreuzträgerin-Heldendämmerung-1566079599-w/rezension/1868206986/
1445,anderer,attributive,https://www.lovelybooks.de/autor/Min-Jin-Lee/Ein-einfaches-Leben-1553179909-w/rezension/2618014074/
1446,kurzweilig,attributive,https://www.lovelybooks.de/autor/Min-Jin-Lee/Ein-einfaches-Leben-1553179909-w/rezension/2618014074/
1447,authentisch,attributive,https://www.lovelybooks.de/autor/Min-Jin-Lee/Ein-einfaches-Leben-1553179909-w/rezension/2618014074/
1448,toll,predicative,https://www.lovelybooks.de/autor/Ivy-Leagh/One-Date-to-Gold-18788701095-w/rezension/22928968556/
1449,weit,attributive,https://www.lovelybooks.de/autor/Kate-Scelsa/Fans-des-unmöglichen-Lebens-2572361620-w/rezension/2996667539/
1450,leicht,attributive,https://www.lovelybooks.de/autor/Kate-Scelsa/Fans-des-unmöglichen-Lebens-2572361620-w/rezension/2996667539/
1451,aktuell,attributive,https://www.lovelybooks.de/autor/Paige-Toon/Am-Ende-gibt-es-nur-uns-7089908396-w/rezension/10143066812/
1452,zahlreich,attributive,https://www.lovelybooks.de/autor/Paige-Toon/Am-Ende-gibt-es-nur-uns-7089908396-w/rezension/10143066812/
1453,weit,attributive,https://www.lovelybooks.de/autor/Paige-Toon/Am-Ende-gibt-es-nur-uns-7089908396-w/rezension/10143066812/
1454,schön,predicative,https://www.lovelybooks.de/autor/Nena-Tramountani/Fly-Forget-2572369081-w/rezension/2985803847/
1455,inspirierend,attributive,https://www.lovelybooks.de/autor/Maye-Musk/Eine-Frau-ein-Plan-2570835762-w/rezension/2815609893/
1456,detailliert,predicative,https://www.lovelybooks.de/autor/Ulrike-Schweikert/Hinter-den-Spiegeln-Das-Wiener-Vermächtnis-1120184510-w/rezension/17832863861/
1457,ausführlich,predicative,https://www.lovelybooks.de/autor/Ulrike-Schweikert/Hinter-den-Spiegeln-Das-Wiener-Vermächtnis-1120184510-w/rezension/17832863861/
1458,tiefgründig,predicative,https://www.lovelybooks.de/autor/Sarah-Stankewitz/Dream-and-Dare-Faith-Reihe-3--7112313407-w/rezension/8891188583/
1459,emotional,predicative,https://www.lovelybooks.de/autor/Sarah-Stankewitz/Dream-and-Dare-Faith-Reihe-3--7112313407-w/rezension/8891188583/
1460,mitreißend,predicative,https://www.lovelybooks.de/autor/Sarah-Stankewitz/Dream-and-Dare-Faith-Reihe-3--7112313407-w/rezension/8891188583/
1461,gesamt,attributive,https://www.lovelybooks.de/autor/Maddy-Mara/Dragon-Girls-Willa-der-Silberdrache-11073889615-w/rezension/16070264490/
1462,begeistert,predicative,https://www.lovelybooks.de/autor/Rachel-Ward/Numbers-Den-Tod-im-Blick-223778667-w/rezension/966521459/
1463,fasziniert,predicative,https://www.lovelybooks.de/autor/Emiko-Jean/Feuerschwester-1317040694-w/rezension/1431046817/
1464,packend,attributive,https://www.lovelybooks.de/autor/Emiko-Jean/Feuerschwester-1317040694-w/rezension/1431046817/
1465,empfehlenswert,predicative,https://www.lovelybooks.de/autor/Wolf-Hector/Die-Brücke-der-Ewigkeit-2799798636-w/rezension/4056209522/
1466,erster,attributive,https://www.lovelybooks.de/autor/Johannes-Groschupf/Der-Zorn-des-Lammes-1085599707-w/rezension/1089863801/
1467,gestaltet,attributive,https://www.lovelybooks.de/autor/Ella-Thompson/Ocean-View-Avenue-Wo-deine-Träume-wahr-werden-8966791451-w/rezension/13037733529/
1468,dick,attributive,https://www.lovelybooks.de/autor/Ella-Thompson/Ocean-View-Avenue-Wo-deine-Träume-wahr-werden-8966791451-w/rezension/13037733529/
1469,achter,attributive,https://www.lovelybooks.de/autor/Remy-Eyssen/Stürmisches-Lavandou-Ein-Leon-Ritter-Krimi-8--3622376039-w/rezension/5472681440/
1470,anderer,attributive,https://www.lovelybooks.de/autor/Remy-Eyssen/Stürmisches-Lavandou-Ein-Leon-Ritter-Krimi-8--3622376039-w/rezension/5472681440/
1471,wunderbar,predicative,https://www.lovelybooks.de/autor/Wally-Lamb/Die-Stunde-in-der-ich-zu-glauben-begann-272453278-w/rezension/984694047/
1472,gelungen,attributive,https://www.lovelybooks.de/autor/Thomas-Finn/Schwarze-Tränen-1082725107-w/rezension/1084940533/
1473,schön,attributive,https://www.lovelybooks.de/autor/Monica-Murphy/Fair-Game-Jade-Shep-1553660634-w/rezension/1564427254/
1474,kurzweilig,predicative,https://www.lovelybooks.de/autor/Conny-from-the-block/Da-bin-ick-nicht-zuständig-Mausi-9045576953-w/rezension/11741325699/
1475,amüsant,predicative,https://www.lovelybooks.de/autor/Conny-from-the-block/Da-bin-ick-nicht-zuständig-Mausi-9045576953-w/rezension/11741325699/
1476,dritter,attributive,https://www.lovelybooks.de/autor/Marcus-Hünnebeck/Die-Drahtzieherin-1143806903-w/rezension/1155888217/
1477,anderer,attributive,https://www.lovelybooks.de/autor/Marcus-Hünnebeck/Die-Drahtzieherin-1143806903-w/rezension/1155888217/
1478,erster,attributive,https://www.lovelybooks.de/autor/Alexandra-Mazar/Die-Farben-des-Verzeihens-2924432477-w/rezension/11571854466/
1479,toll,attributive,https://www.lovelybooks.de/autor/Alexandra-Mazar/Die-Farben-des-Verzeihens-2924432477-w/rezension/11571854466/
1480,aktuell,attributive,https://www.lovelybooks.de/autor/Sigmund-Gottlieb/So-nicht--3406023663-w/rezension/10822642432/
1481,weihnachtlich,predicative,https://www.lovelybooks.de/autor/Lilly-Lucas/New-Wishes-9056797510-w/rezension/15223465061/
1482,geschrieben,attributive,https://www.lovelybooks.de/autor/Ruth-Landshoff--Yorck-/Sixty-to-Go-1346393740-w/rezension/1753642439/
1483,wunderschön,attributive,https://www.lovelybooks.de/autor/Ruth-Landshoff--Yorck-/Sixty-to-Go-1346393740-w/rezension/1753642439/
1484,humorvoll,attributive,https://www.lovelybooks.de/autor/Antonia-Vitz/Servus-aleikum-2624593864-w/rezension/2621415425/
1485,lesenswert,attributive,https://www.lovelybooks.de/autor/Anna-Katharina-Scheidemantel/Statt-aus-dem-Fenster-zu-schauen-22044572504-w/rezension/24900661181/
1486,fesselnd,predicative,https://www.lovelybooks.de/autor/Romina-Gold/Dangerous-Hearts-Mit-dir-durchs-Feuer-2433537535-w/rezension/2632864609/
1487,spannend,attributive,https://www.lovelybooks.de/autor/Romina-Gold/Dangerous-Hearts-Mit-dir-durchs-Feuer-2433537535-w/rezension/2632864609/
1488,romantisch,attributive,https://www.lovelybooks.de/autor/Romina-Gold/Dangerous-Hearts-Mit-dir-durchs-Feuer-2433537535-w/rezension/2632864609/
1489,klein,attributive,https://www.lovelybooks.de/autor/Marlies-Hanelt/Fantasievolles-Farbenspiel-1983448121-w/rezension/2429055040/
1490,erster,attributive,https://www.lovelybooks.de/autor/T.-M.-Frazier/Preppy-Er-wird-dich-zerstören-1462106654-w/rezension/2618010222/
1491,nächster,attributive,https://www.lovelybooks.de/autor/T.-M.-Frazier/Preppy-Er-wird-dich-zerstören-1462106654-w/rezension/2618010222/
1492,ganz,attributive,https://www.lovelybooks.de/autor/Christina-Baker-Kline/Die-Farben-des-Himmels-1506147494-w/rezension/1810685463/
1493,ganz,attributive,https://www.lovelybooks.de/autor/Maggie-Stiefvater/In-deinen-Augen-945119936-w/rezension/979897594/
1494,witzig,attributive,https://www.lovelybooks.de/autor/Sophie-Kinsella/Shopaholic-Abroad-1106291529-w/rezension/1048527664/
1495,wunderschön,attributive,https://www.lovelybooks.de/autor/Wolfgang-und-Heike-Hohlbein/Die-wilden-Schwäne-1114419794-w/rezension/1114620193/
1496,anderer,attributive,https://www.lovelybooks.de/autor/Guillaume-Musso/Nacht-im-Central-Park-1125690416-w/rezension/1460825717/
1497,anderer,attributive,https://www.lovelybooks.de/autor/Julia-Heaberlin/Mädchentod-1237521679-w/rezension/1410063355/
1498,neu,attributive,https://www.lovelybooks.de/autor/Taylor-Jenkins-Reid/Die-sieben-Männer-der-Evelyn-Hugo-3622368219-w/rezension/8870134932/
1499,schlecht,attributive,https://www.lovelybooks.de/autor/Lotte-Römer/Möwensommer-2698798497-w/rezension/2935837646/
1500,früh,attributive,https://www.lovelybooks.de/autor/Petra-Schier/Das-Gold-des-Lombarden-1500266049-w/rezension/1498169932/
1501,merkwürdig,attributive,https://www.lovelybooks.de/autor/Han-Kang/Die-Vegetarierin-1235237876-w/rezension/1322795639/
1502,ruhig,attributive,https://www.lovelybooks.de/autor/Han-Kang/Die-Vegetarierin-1235237876-w/rezension/1322795639/
1503,geschrieben,attributive,https://www.lovelybooks.de/autor/Han-Kang/Die-Vegetarierin-1235237876-w/rezension/1322795639/
1504,poetisch,attributive,https://www.lovelybooks.de/autor/Han-Kang/Die-Vegetarierin-1235237876-w/rezension/1322795639/
1505,verwirrend,attributive,https://www.lovelybooks.de/autor/Han-Kang/Die-Vegetarierin-1235237876-w/rezension/1322795639/
1506,verstörend,attributive,https://www.lovelybooks.de/autor/Han-Kang/Die-Vegetarierin-1235237876-w/rezension/1322795639/
1507,erster,attributive,https://www.lovelybooks.de/autor/Adriana-Popescu/Versehentlich-verliebt-1009800378-w/rezension/1076860024/
1508,anderer,attributive,https://www.lovelybooks.de/autor/Adriana-Popescu/Versehentlich-verliebt-1009800378-w/rezension/1076860024/
1509,gleichnamig,attributive,https://www.lovelybooks.de/autor/Stephen-King/Blutige-Nachrichten-2575322834-w/rezension/2693015232/
1510,kurz,predicative,https://www.lovelybooks.de/autor/Sigrid-Nunez/Was-fehlt-dir-2936313707-w/rezension/3886243045/
1511,nett,attributive,https://www.lovelybooks.de/autor/Richard-Atwater/Mr-Poppers-Pinguine-142764190-w/rezension/965902066/
1512,brutal,predicative,https://www.lovelybooks.de/autor/Nick-Finkler/Die-Honigtröpfer-Tausendfürst-1510563045-w/rezension/1529761941/
1513,gelungen,attributive,https://www.lovelybooks.de/autor/Gary-Schunack/WILDBERLIN-2805852975-w/rezension/21591870409/
1514,einig,predicative,https://www.lovelybooks.de/autor/Lady-Grimoire/Flocke-und-Schnurri-1098121611-w/rezension/1123169254/
1515,undeutlich,predicative,https://www.lovelybooks.de/autor/John-Lanchester/Die-Mauer-1968510985-w/rezension/1972688587/
1516,gut,attributive,https://www.lovelybooks.de/autor/John-Lanchester/Die-Mauer-1968510985-w/rezension/1972688587/
1517,gefühlvoll,attributive,https://www.lovelybooks.de/autor/Melina-D`Angeli/Ein-Hauch-von-Liebe-Liebesroman-1353593147-w/rezension/1477928927/
1518,toll,attributive,https://www.lovelybooks.de/autor/Juliane-Käppler/Love-Me-Like-It-s-Yesterday-13151537703-w/rezension/16676715928/
1519,gut,attributive,https://www.lovelybooks.de/autor/Donna-Boyd/Das-Haus-der-Wölfe-144131320-w/rezension/968769271/
1520,vorherig,attributive,https://www.lovelybooks.de/autor/Elle-Kennedy/The-Legacy-Endlich-erwachsen-6933910107-w/rezension/10651717530/
1521,lang,attributive,https://www.lovelybooks.de/autor/Tanja-Hanika/Hexenblut-Wenn-bei-Vollmond-eine-Hexe-stirbt-Horrorhexen-Trilogie-Band-2--15332157051-w/rezension/18622101242/
1522,super,attributive,https://www.lovelybooks.de/autor/Ellie-Mattes/Milan-Das-Geheimnis-der-Wildpferde-3227623161-w/rezension/6546744951/
1523,lesbar,predicative,https://www.lovelybooks.de/autor/Gunnar-Schwarz/Tote-Kinder-schreien-ewig-Bekker-Meislow-Thriller-5--24998208344-w/rezension/25128724974/
1524,erster,attributive,https://www.lovelybooks.de/autor/Melina-Fenja-Persson/The-King-of-Skulls-Bones-8497885261-w/rezension/9612984939/
1525,letzter,attributive,https://www.lovelybooks.de/autor/Melina-Fenja-Persson/The-King-of-Skulls-Bones-8497885261-w/rezension/9612984939/
1526,interessant,attributive,https://www.lovelybooks.de/autor/Falk-Stirkat/Der-belogene-Patient-2577491509-w/rezension/2915339265/
1527,klein,attributive,https://www.lovelybooks.de/autor/Daniel-Bleckmann/KoboldKroniken-5-Rumpels-Rückkehr-15850201535-w/rezension/18822039331/
1528,böse,attributive,https://www.lovelybooks.de/autor/Daniel-Bleckmann/KoboldKroniken-5-Rumpels-Rückkehr-15850201535-w/rezension/18822039331/
1529,nett,attributive,https://www.lovelybooks.de/autor/Roy-Jacobsen/Das-Dorf-der-Wunder-229956967-w/rezension/968930795/
1530,neu,attributive,https://www.lovelybooks.de/autor/Anne-Gesthuysen/Vielleicht-hat-das-Leben-Besseres-vor-13050388330-w/rezension/16235331153/
1531,anderer,attributive,https://www.lovelybooks.de/autor/Anne-Gesthuysen/Vielleicht-hat-das-Leben-Besseres-vor-13050388330-w/rezension/16235331153/
1532,neu,attributive,https://www.lovelybooks.de/autor/Anne-Gesthuysen/Vielleicht-hat-das-Leben-Besseres-vor-13050388330-w/rezension/16235331153/
1533,langweilig,attributive,https://www.lovelybooks.de/autor/Mary-Higgins-Clark/Der-Weihnachtsdieb-144227410-w/rezension/950288220/
1534,spannend,attributive,https://www.lovelybooks.de/autor/Hanna-Winter/Seelenriss-952102856-w/rezension/1041376508/
1535,besonderer,attributive,https://www.lovelybooks.de/autor/Ammi--Joan-Paquette-/Großvaters-Walnuss-6945027424-w/rezension/8642877058/
1536,berührend,attributive,https://www.lovelybooks.de/autor/Ammi--Joan-Paquette-/Großvaters-Walnuss-6945027424-w/rezension/8642877058/
1537,emotional,attributive,https://www.lovelybooks.de/autor/Hannah-Ben/George-und-Joshua-Der-Weg-der-Hoffnung-1158372806-w/rezension/1159454438/
1538,erster,attributive,https://www.lovelybooks.de/autor/Sarah-J.-Maas/Crescent-City-Wenn-ein-Stern-erstrahlt-3389395399-w/rezension/17499372417/
1539,gelobt,attributive,https://www.lovelybooks.de/autor/Colum-McCann/Transatlantik-1070587141-w/rezension/1133655552/
1540,kurz,attributive,https://www.lovelybooks.de/autor/Colum-McCann/Transatlantik-1070587141-w/rezension/1133655552/
1541,spannend,predicative,https://www.lovelybooks.de/autor/P.L.-Winter/Vera-Sklavin-der-Lust-1534303337-w/rezension/2321425034/
1542,dritter,attributive,https://www.lovelybooks.de/autor/Charlotte-McConaghy/Die-Rettung-15933331429-w/rezension/20327874254/
1543,zweiter,attributive,https://www.lovelybooks.de/autor/Charlotte-McConaghy/Die-Rettung-15933331429-w/rezension/20327874254/
1544,toll,predicative,https://www.lovelybooks.de/autor/Barbara-Wood/Dieses-goldene-Land-344385691-w/rezension/1095311897/
1545,unterhaltsam,attributive,https://www.lovelybooks.de/autor/Barbara-Wood/Dieses-goldene-Land-344385691-w/rezension/1095311897/
1546,anspruchslos,attributive,https://www.lovelybooks.de/autor/Barbara-Wood/Dieses-goldene-Land-344385691-w/rezension/1095311897/
1547,ganz,attributive,https://www.lovelybooks.de/autor/Ally-Condie/Cassia-Ky-Die-Flucht-954876003-w/rezension/949428275/
1548,ganz,attributive,https://www.lovelybooks.de/autor/Ally-Condie/Cassia-Ky-Die-Flucht-954876003-w/rezension/949428275/
1549,gesamt,attributive,https://www.lovelybooks.de/autor/Ally-Condie/Cassia-Ky-Die-Flucht-954876003-w/rezension/949428275/
1550,neu,attributive,https://www.lovelybooks.de/autor/Daniela-Katzenberger/Eine-Tussi-sagt-Ja--1233963531-w/rezension/2571863526/
1551,fantasievoll,attributive,https://www.lovelybooks.de/autor/Nicole-Böhm/One-Last-Song-2478910611-w/rezension/2793653358/
1552,mitreißend,attributive,https://www.lovelybooks.de/autor/Nicole-Böhm/One-Last-Song-2478910611-w/rezension/2793653358/
1553,papego-fähig,predicative,https://www.lovelybooks.de/autor/Jennifer-Estep/Karma-Girl-1358249433-w/rezension/1454541002/
1554,erster,attributive,https://www.lovelybooks.de/autor/Madeleine-Roux/Dungeons-Dragons-Dungeon-Academy-Die-Weltmonsterschaft-8858753970-w/rezension/10931647073/
1555,anspruchsvoll,predicative,https://www.lovelybooks.de/autor/Hannah-Lühmann/Auszeit-2927436989-w/rezension/3009956094/
1556,vorherig,attributive,https://www.lovelybooks.de/autor/Christina-Henry/Das-flüsternde-Haus-12886662663-w/rezension/16218586676/
1557,spannend,predicative,https://www.lovelybooks.de/autor/Christina-Henry/Das-flüsternde-Haus-12886662663-w/rezension/16218586676/
1558,gelungen,attributive,https://www.lovelybooks.de/autor/Hanna-Aden/Lass-uns-tanzen-Fräulein-Lena-12923759996-w/rezension/16553776117/
1559,dritter,attributive,https://www.lovelybooks.de/autor/Christine-Rath/Butterblumenträume-856329701-w/rezension/1133643365/
1560,toll,attributive,https://www.lovelybooks.de/autor/Kim-Valentine/Starting-Six-Jessie-und-Logan-2806662623-w/rezension/2806741492/
1561,wunderbar,predicative,https://www.lovelybooks.de/autor/Martin-Schäuble/Heldentage-18966989100-w/rezension/21854761212/
1562,lesenswert,predicative,https://www.lovelybooks.de/autor/Judith-Pinnow/Läuft-da-was--1129122444-w/rezension/1161995458/
1563,toll,predicative,https://www.lovelybooks.de/autor/Sarah-J.-Maas/Throne-of-Glass-Die-Erwählte-1053463010-w/rezension/2694999131/
1564,toll,attributive,https://www.lovelybooks.de/autor/Benjamin-Ludwig/Ginny-Moon-hat-einen-Plan-1350950474-w/rezension/1490679754/
1565,empfehlenswert,predicative,https://www.lovelybooks.de/autor/Sabine-Diesinger/Das-Haus-unter-den-Pinien-2929229330-w/rezension/2931630307/
1566,anderer,attributive,https://www.lovelybooks.de/autor/Björn-Springorum/Herbstbringer-1062659524-w/rezension/1111691715/
1567,gefall,attributive,https://www.lovelybooks.de/autor/Björn-Springorum/Herbstbringer-1062659524-w/rezension/1111691715/
1568,gut,predicative,https://www.lovelybooks.de/autor/Stefanie-R.-Carl/A-Galaxy-FOR-US-Elbury-University-Reihe-1--2826560897-w/rezension/3400460255/
1569,unterhaltsam,predicative,https://www.lovelybooks.de/autor/Elias-Hirschl/Schleifen-21675488041-w/rezension/24005168485/
1570,anstrengend,predicative,https://www.lovelybooks.de/autor/Elias-Hirschl/Schleifen-21675488041-w/rezension/24005168485/
1571,spannend,attributive,https://www.lovelybooks.de/autor/Matthias-J.-Diaz/Das-Erbe-des-Hexenjägers-1997250215-w/rezension/11334027473/
1572,aktueller,attributive,https://www.lovelybooks.de/autor/Hannah-Lühmann/Heimat-18538218310-w/rezension/21113693769/
1573,gut,attributive,https://www.lovelybooks.de/autor/Hannah-Lühmann/Heimat-18538218310-w/rezension/21113693769/
1574,äußerlich,predicative,https://www.lovelybooks.de/autor/Antonia-Hartwich/Zimmerpflanzenliebe-12693123790-w/rezension/14196260314/
1575,toll,predicative,https://www.lovelybooks.de/autor/Antonia-Hartwich/Zimmerpflanzenliebe-12693123790-w/rezension/14196260314/
1576,gesamt,attributive,https://www.lovelybooks.de/autor/Xiaolu-Guo/Ein-Ufo-dachte-sie-143377750-w/rezension/984390176/
1577,unterhaltend,predicative,https://www.lovelybooks.de/autor/Xiaolu-Guo/Ein-Ufo-dachte-sie-143377750-w/rezension/984390176/
1578,gut,predicative,https://www.lovelybooks.de/autor/Aiden-Thomas/SOL-Das-Spiel-der-Zehn-6982713113-w/rezension/9524717599/
1579,spannend,predicative,https://www.lovelybooks.de/autor/John-Marrs/Die-gute-Seele-1814417465-w/rezension/2580382614/
1580,dünn,predicative,https://www.lovelybooks.de/autor/Anna-Herzig/Die-dritte-Hälfte-eines-Lebens-3533236673-w/rezension/4552405893/
1581,gut,attributive,https://www.lovelybooks.de/autor/Holger-Weinbach/Die-Eiswolf-Saga-Teil-2-Irrwege-335107679-w/rezension/966938189/
1582,deutsch,attributive,https://www.lovelybooks.de/autor/Lena-Hach/Nichts-wünsche-ich-mir-mehr-1365707097-w/rezension/1431725532/
1583,toll,predicative,https://www.lovelybooks.de/autor/Lena-Hach/Nichts-wünsche-ich-mir-mehr-1365707097-w/rezension/1431725532/
1584,ganz,attributive,https://www.lovelybooks.de/autor/Tim-Noakes/Die-High-Fat-Revolution-1237519752-w/rezension/1417393091/
1585,erster,attributive,https://www.lovelybooks.de/autor/Robin-Lang/Numa-1438305192-w/rezension/1446687825/
1586,anschaulich,predicative,https://www.lovelybooks.de/autor/Christian-Bommarius/Im-Rausch-des-Aufruhrs-3425490872-w/rezension/4686717652/
1587,schön,attributive,https://www.lovelybooks.de/autor/Sibylle-Baillon/Wie-Spuren-am-See-Die-Erbin-9312548109-w/rezension/21131307051/
1588,interessant,attributive,https://www.lovelybooks.de/autor/Sibylle-Baillon/Wie-Spuren-am-See-Die-Erbin-9312548109-w/rezension/21131307051/
1589,ein,predicative,https://www.lovelybooks.de/autor/Sarah-Stankewitz/No-Matter-What-12886669632-w/rezension/19219713672/
1590,lesenswert,predicative,https://www.lovelybooks.de/autor/Pia-Bardenhagen/Die-Weltenpendlerin-2982886431-w/rezension/6108571309/
1591,gesamt,attributive,https://www.lovelybooks.de/autor/Kerstin-Rachfahl/Auf-Probe-Sondereinheit-Themis-1662199324-w/rezension/3002846445/
1592,anderer,attributive,https://www.lovelybooks.de/autor/Kerstin-Rachfahl/Auf-Probe-Sondereinheit-Themis-1662199324-w/rezension/3002846445/
1593,historisch,attributive,https://www.lovelybooks.de/autor/Iny-Lorentz/Die-Wanderhure-129652715-w/rezension/1011749769/
1594,unhandlich,predicative,https://www.lovelybooks.de/autor/Marc-Raabe/Violas-Versteck-Tom-Babylon-Serie-4--3622371176-w/rezension/4959851464/
1595,ungelesen,attributive,https://www.lovelybooks.de/autor/Colm-Tóibín/Der-Zauberer-2927438938-w/rezension/3611905738/
1596,gesamt,attributive,https://www.lovelybooks.de/autor/David-B.-Agus/Leben-ohne-Krankheit-1024112313-w/rezension/1052043662/
1597,anderer,attributive,https://www.lovelybooks.de/autor/David-Lozano-Garbala/Puerta-Oscura-Totenreise-319762522-w/rezension/968793374/
1598,hardcover,attributive,https://www.lovelybooks.de/autor/Klaus-Mann/Berlin-war-meine-Stadt-13227188608-w/rezension/17077223652/
1599,witzig,predicative,https://www.lovelybooks.de/autor/Joachim-Friedrich/Lukas-und-die-Meckerschweinchen-1551949123-w/rezension/1952931353/
1600,spannend,predicative,https://www.lovelybooks.de/autor/Joachim-Friedrich/Lukas-und-die-Meckerschweinchen-1551949123-w/rezension/1952931353/
1601,amüsiert,predicative,https://www.lovelybooks.de/autor/Alexandra-Görner/Verliebt-verlobt-vielleicht-1124712875-w/rezension/1474654182/
1602,schlecht,attributive,https://www.lovelybooks.de/autor/Cory-Doctorow/Little-Brother-Revolution-1054935971-w/rezension/4173681696/
1603,neuste,attributive,https://www.lovelybooks.de/autor/Patricia-Mennen/Wieso-Weshalb-Warum-Wie-leben-wir-miteinander--13214557614-w/rezension/14353228700/
1604,toll,attributive,https://www.lovelybooks.de/autor/Patricia-Mennen/Wieso-Weshalb-Warum-Wie-leben-wir-miteinander--13214557614-w/rezension/14353228700/
1605,toll,attributive,https://www.lovelybooks.de/autor/Sergej-Snegow/Menschen-wie-Götter-142817210-w/rezension/1066893438/
1606,lesenswert,attributive,https://www.lovelybooks.de/autor/Deborah-Harkness/Die-Seelen-der-Nacht-599427943-w/rezension/6331637314/
1607,erster,attributive,https://www.lovelybooks.de/autor/Kristina-Moninger/Was-wir-sehen-wenn-wir-lieben-2797847158-w/rezension/5386621362/
1608,erster,attributive,https://www.lovelybooks.de/autor/Frau-Freitag/Voll-streng-Frau-Freitag--856367764-w/rezension/1452104937/
1609,einzig,attributive,https://www.lovelybooks.de/autor/Frau-Freitag/Voll-streng-Frau-Freitag--856367764-w/rezension/1452104937/
1610,anderer,attributive,https://www.lovelybooks.de/autor/Frau-Freitag/Voll-streng-Frau-Freitag--856367764-w/rezension/1452104937/
1611,letzter,attributive,https://www.lovelybooks.de/autor/Frau-Freitag/Voll-streng-Frau-Freitag--856367764-w/rezension/1452104937/
1612,ok,predicative,https://www.lovelybooks.de/autor/Frau-Freitag/Voll-streng-Frau-Freitag--856367764-w/rezension/1452104937/
1613,stark,attributive,https://www.lovelybooks.de/autor/Frau-Freitag/Voll-streng-Frau-Freitag--856367764-w/rezension/1452104937/
1614,klar,predicative,https://www.lovelybooks.de/autor/Frau-Freitag/Voll-streng-Frau-Freitag--856367764-w/rezension/1452104937/
1615,lustig,predicative,https://www.lovelybooks.de/autor/Frau-Freitag/Voll-streng-Frau-Freitag--856367764-w/rezension/1452104937/
1616,anderer,attributive,https://www.lovelybooks.de/autor/Frau-Freitag/Voll-streng-Frau-Freitag--856367764-w/rezension/1452104937/
1617,folgend,attributive,https://www.lovelybooks.de/autor/Joelle-Charbonneau/Die-Auslese-Nur-die-Besten-überleben-1045094200-w/rezension/1215098667/
1618,langatmig,predicative,https://www.lovelybooks.de/autor/Elizabeth-Kay/Sieben-Lügen-2327070978-w/rezension/2635414632/
1619,interessant,predicative,https://www.lovelybooks.de/autor/Danae-Lake/Ganz-aus-Splittern-16201784452-w/rezension/18504127075/
